"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Kiribati","Area","1995","1000 ha","37.00",""
"Kiribati","Area","1994","1000 ha","37.00",""
"Kiribati","Area","1993","1000 ha","37.00",""
"Kiribati","Area","1992","1000 ha","39.00",""
"Kiribati","Area","1991","1000 ha","39.00",""
"Kiribati","Area","1990","1000 ha","39.00",""
"Kiribati","Area","1989","1000 ha","39.00",""
"Kiribati","Area","1988","1000 ha","39.00",""
"Kiribati","Area","1987","1000 ha","39.00",""
"Kiribati","Area","1986","1000 ha","39.00",""
"Kiribati","Area","1985","1000 ha","39.00",""
"Kiribati","Area","1984","1000 ha","39.00",""
"Kiribati","Area","1983","1000 ha","38.00",""
"Kiribati","Area","1982","1000 ha","38.00",""
"Kiribati","Area","1981","1000 ha","38.00",""
"Kiribati","Area","1980","1000 ha","38.00",""
"Kiribati","Area","1979","1000 ha","38.00",""
"Kiribati","Area","1978","1000 ha","38.00",""
"Kiribati","Area","1977","1000 ha","38.00",""
"Kiribati","Area","1976","1000 ha","38.00",""
"Kiribati","Area","1975","1000 ha","38.00",""
"Kiribati","Area","1974","1000 ha","38.00",""
"Kiribati","Area","1973","1000 ha","38.00",""
"Kiribati","Area","1972","1000 ha","38.00",""
"Kiribati","Area","1971","1000 ha","38.00",""
"Kiribati","Area","1970","1000 ha","38.00",""
"Kiribati","Area","1969","1000 ha","38.00",""
"Kiribati","Area","1968","1000 ha","38.00",""
"Kiribati","Area","1967","1000 ha","38.00",""
"Kiribati","Area","1966","1000 ha","43.00",""
"Kiribati","Area","1965","1000 ha","43.00",""
"Kiribati","Area","1964","1000 ha","43.00",""
"Kiribati","Area","1963","1000 ha","43.00",""
"Kiribati","Area","1962","1000 ha","39.00",""
"Kiribati","Area","1961","1000 ha","39.00",""
"Kiribati","Share in Agricultural land","2021","%","100.00",""
"Kiribati","Share in Agricultural land","2020","%","100.00",""
"Kiribati","Share in Agricultural land","2019","%","100.00",""
"Kiribati","Share in Agricultural land","2018","%","100.00",""
"Kiribati","Share in Agricultural land","2017","%","100.00",""
"Kiribati","Share in Agricultural land","2016","%","100.00",""
"Kiribati","Share in Agricultural land","2015","%","100.00",""
"Kiribati","Share in Agricultural land","2014","%","100.00",""
"Kiribati","Share in Agricultural land","2013","%","100.00",""
"Kiribati","Share in Agricultural land","2012","%","100.00",""
"Kiribati","Share in Agricultural land","2011","%","100.00",""
"Kiribati","Share in Agricultural land","2010","%","100.00",""
"Kiribati","Share in Agricultural land","2009","%","100.00",""
"Kiribati","Share in Agricultural land","2008","%","100.00",""
"Kiribati","Share in Agricultural land","2007","%","100.00",""
"Kiribati","Share in Agricultural land","2006","%","100.00",""
"Kiribati","Share in Agricultural land","2005","%","100.00",""
"Kiribati","Share in Agricultural land","2004","%","100.00",""
"Kiribati","Share in Agricultural land","2003","%","100.00",""
"Kiribati","Share in Agricultural land","2002","%","100.00",""
"Kiribati","Share in Agricultural land","2001","%","100.00",""
"Kiribati","Share in Agricultural land","2000","%","100.00",""
"Kiribati","Share in Agricultural land","1999","%","100.00",""
"Kiribati","Share in Agricultural land","1998","%","100.00",""
"Kiribati","Share in Agricultural land","1997","%","100.00",""
"Kiribati","Share in Agricultural land","1996","%","100.00",""
"Kiribati","Share in Agricultural land","1995","%","100.00",""
"Kiribati","Share in Agricultural land","1994","%","100.00",""
"Kiribati","Share in Agricultural land","1993","%","100.00",""
"Kiribati","Share in Agricultural land","1992","%","100.00",""
"Kiribati","Share in Agricultural land","1991","%","100.00",""
"Kiribati","Share in Agricultural land","1990","%","100.00",""
"Kiribati","Share in Agricultural land","1989","%","100.00",""
"Kiribati","Share in Agricultural land","1988","%","100.00",""
"Kiribati","Share in Agricultural land","1987","%","100.00",""
"Kiribati","Share in Agricultural land","1986","%","100.00",""
"Kiribati","Share in Agricultural land","1985","%","100.00",""
"Kiribati","Share in Agricultural land","1984","%","100.00",""
"Kiribati","Share in Agricultural land","1983","%","100.00",""
"Kiribati","Share in Agricultural land","1982","%","100.00",""
"Kiribati","Share in Agricultural land","1981","%","100.00",""
"Kiribati","Share in Agricultural land","1980","%","100.00",""
"Kiribati","Share in Agricultural land","1979","%","100.00",""
"Kiribati","Share in Agricultural land","1978","%","100.00",""
"Kiribati","Share in Agricultural land","1977","%","100.00",""
"Kiribati","Share in Agricultural land","1976","%","100.00",""
"Kiribati","Share in Agricultural land","1975","%","100.00",""
"Kiribati","Share in Agricultural land","1974","%","100.00",""
"Kiribati","Share in Agricultural land","1973","%","100.00",""
"Kiribati","Share in Agricultural land","1972","%","100.00",""
"Kiribati","Share in Agricultural land","1971","%","100.00",""
"Kiribati","Share in Agricultural land","1970","%","100.00",""
"Kiribati","Share in Agricultural land","1969","%","100.00",""
"Kiribati","Share in Agricultural land","1968","%","100.00",""
"Kiribati","Share in Agricultural land","1967","%","100.00",""
"Kiribati","Share in Agricultural land","1966","%","100.00",""
"Kiribati","Share in Agricultural land","1965","%","100.00",""
"Kiribati","Share in Agricultural land","1964","%","100.00",""
"Kiribati","Share in Agricultural land","1963","%","100.00",""
"Kiribati","Share in Agricultural land","1962","%","100.00",""
"Kiribati","Share in Agricultural land","1961","%","100.00",""
"Kiribati","Share in Land area","2021","%","41.98",""
"Kiribati","Share in Land area","2020","%","41.98",""
"Kiribati","Share in Land area","2019","%","41.98",""
"Kiribati","Share in Land area","2018","%","41.98",""
"Kiribati","Share in Land area","2017","%","41.98",""
"Kiribati","Share in Land area","2016","%","41.98",""
"Kiribati","Share in Land area","2015","%","41.98",""
"Kiribati","Share in Land area","2014","%","41.98",""
"Kiribati","Share in Land area","2013","%","41.98",""
"Kiribati","Share in Land area","2012","%","41.98",""
"Kiribati","Share in Land area","2011","%","41.98",""
"Kiribati","Share in Land area","2010","%","41.98",""
"Kiribati","Share in Land area","2009","%","41.98",""
"Kiribati","Share in Land area","2008","%","41.98",""
"Kiribati","Share in Land area","2007","%","41.98",""
"Kiribati","Share in Land area","2006","%","41.98",""
"Kiribati","Share in Land area","2005","%","41.98",""
"Kiribati","Share in Land area","2004","%","41.98",""
"Kiribati","Share in Land area","2003","%","41.98",""
"Kiribati","Share in Land area","2002","%","41.98",""
"Kiribati","Share in Land area","2001","%","41.98",""
"Kiribati","Share in Land area","2000","%","41.98",""
"Kiribati","Share in Land area","1999","%","41.98",""
"Kiribati","Share in Land area","1998","%","41.98",""
"Kiribati","Share in Land area","1997","%","45.68",""
"Kiribati","Share in Land area","1996","%","45.68",""
"Kiribati","Share in Land area","1995","%","45.68",""
"Kiribati","Share in Land area","1994","%","45.68",""
"Kiribati","Share in Land area","1993","%","45.68",""
"Kiribati","Share in Land area","1992","%","48.15",""
"Kiribati","Share in Land area","1991","%","48.15",""
"Kiribati","Share in Land area","1990","%","48.15",""
"Kiribati","Share in Land area","1989","%","48.15",""
"Kiribati","Share in Land area","1988","%","48.15",""
"Kiribati","Share in Land area","1987","%","48.15",""
"Kiribati","Share in Land area","1986","%","48.15",""
"Kiribati","Share in Land area","1985","%","48.15",""
"Kiribati","Share in Land area","1984","%","48.15",""
"Kiribati","Share in Land area","1983","%","46.91",""
"Kiribati","Share in Land area","1982","%","46.91",""
"Kiribati","Share in Land area","1981","%","46.91",""
"Kiribati","Share in Land area","1980","%","46.91",""
"Kiribati","Share in Land area","1979","%","46.91",""
"Kiribati","Share in Land area","1978","%","46.91",""
"Kiribati","Share in Land area","1977","%","46.91",""
"Kiribati","Share in Land area","1976","%","46.91",""
"Kiribati","Share in Land area","1975","%","46.91",""
"Kiribati","Share in Land area","1974","%","46.91",""
"Kiribati","Share in Land area","1973","%","46.91",""
"Kiribati","Share in Land area","1972","%","46.91",""
"Kiribati","Share in Land area","1971","%","46.91",""
"Kiribati","Share in Land area","1970","%","46.91",""
"Kiribati","Share in Land area","1969","%","46.91",""
"Kiribati","Share in Land area","1968","%","46.91",""
"Kiribati","Share in Land area","1967","%","46.91",""
"Kiribati","Share in Land area","1966","%","53.09",""
"Kiribati","Share in Land area","1965","%","53.09",""
"Kiribati","Share in Land area","1964","%","53.09",""
"Kiribati","Share in Land area","1963","%","53.09",""
"Kiribati","Share in Land area","1962","%","48.15",""
"Kiribati","Share in Land area","1961","%","48.15",""
"Kiribati","Area per capita","2021","ha/cap","0.26",""
"Kiribati","Area per capita","2020","ha/cap","0.27",""
"Kiribati","Area per capita","2019","ha/cap","0.27",""
"Kiribati","Area per capita","2018","ha/cap","0.28",""
"Kiribati","Area per capita","2017","ha/cap","0.28",""
"Kiribati","Area per capita","2016","ha/cap","0.29",""
"Kiribati","Area per capita","2015","ha/cap","0.29",""
"Kiribati","Area per capita","2014","ha/cap","0.30",""
"Kiribati","Area per capita","2013","ha/cap","0.30",""
"Kiribati","Area per capita","2012","ha/cap","0.30",""
"Kiribati","Area per capita","2011","ha/cap","0.31",""
"Kiribati","Area per capita","2010","ha/cap","0.31",""
"Kiribati","Area per capita","2009","ha/cap","0.32",""
"Kiribati","Area per capita","2008","ha/cap","0.33",""
"Kiribati","Area per capita","2007","ha/cap","0.33",""
"Kiribati","Area per capita","2006","ha/cap","0.34",""
"Kiribati","Area per capita","2005","ha/cap","0.35",""
"Kiribati","Area per capita","2004","ha/cap","0.35",""
"Kiribati","Area per capita","2003","ha/cap","0.36",""
"Kiribati","Area per capita","2002","ha/cap","0.37",""
"Kiribati","Area per capita","2001","ha/cap","0.38",""
"Kiribati","Area per capita","2000","ha/cap","0.38",""
"Kiribati","Area per capita","1999","ha/cap","0.39",""
"Kiribati","Area per capita","1998","ha/cap","0.40",""
"Kiribati","Area per capita","1997","ha/cap","0.44",""
"Kiribati","Area per capita","1996","ha/cap","0.45",""
"Kiribati","Area per capita","1995","ha/cap","0.45",""
"Kiribati","Area per capita","1994","ha/cap","0.46",""
"Kiribati","Area per capita","1993","ha/cap","0.47",""
"Kiribati","Area per capita","1992","ha/cap","0.50",""
"Kiribati","Area per capita","1991","ha/cap","0.51",""
"Kiribati","Area per capita","1990","ha/cap","0.52",""
"Kiribati","Area per capita","1989","ha/cap","0.53",""
"Kiribati","Area per capita","1988","ha/cap","0.54",""
"Kiribati","Area per capita","1987","ha/cap","0.56",""
"Kiribati","Area per capita","1986","ha/cap","0.57",""
"Kiribati","Area per capita","1985","ha/cap","0.58",""
"Kiribati","Area per capita","1984","ha/cap","0.60",""
"Kiribati","Area per capita","1983","ha/cap","0.59",""
"Kiribati","Area per capita","1982","ha/cap","0.60",""
"Kiribati","Area per capita","1981","ha/cap","0.61",""
"Kiribati","Area per capita","1980","ha/cap","0.62",""
"Kiribati","Area per capita","1979","ha/cap","0.64",""
"Kiribati","Area per capita","1978","ha/cap","0.64",""
"Kiribati","Area per capita","1977","ha/cap","0.63",""
"Kiribati","Area per capita","1976","ha/cap","0.63",""
"Kiribati","Area per capita","1975","ha/cap","0.63",""
"Kiribati","Area per capita","1974","ha/cap","0.62",""
"Kiribati","Area per capita","1973","ha/cap","0.63",""
"Kiribati","Area per capita","1972","ha/cap","0.64",""
"Kiribati","Area per capita","1971","ha/cap","0.65",""
"Kiribati","Area per capita","1970","ha/cap","0.66",""
"Kiribati","Area per capita","1969","ha/cap","0.67",""
"Kiribati","Area per capita","1968","ha/cap","0.68",""
"Kiribati","Area per capita","1967","ha/cap","0.69",""
"Kiribati","Area per capita","1966","ha/cap","0.79",""
"Kiribati","Area per capita","1965","ha/cap","0.80",""
"Kiribati","Area per capita","1964","ha/cap","0.83",""
"Kiribati","Area per capita","1963","ha/cap","0.85",""
"Kiribati","Area per capita","1962","ha/cap","0.79",""
"Kiribati","Area per capita","1961","ha/cap","0.81",""
"Kuwait","Area","2021","1000 ha","14.00",""
"Kuwait","Area","2020","1000 ha","14.00",""
"Kuwait","Area","2019","1000 ha","14.00",""
"Kuwait","Area","2018","1000 ha","14.00",""
"Kuwait","Area","2017","1000 ha","15.40",""
"Kuwait","Area","2016","1000 ha","14.00",""
"Kuwait","Area","2015","1000 ha","13.40",""
"Kuwait","Area","2014","1000 ha","16.10",""
"Kuwait","Area","2013","1000 ha","17.60",""
"Kuwait","Area","2012","1000 ha","16.00",""
"Kuwait","Area","2011","1000 ha","16.50",""
"Kuwait","Area","2010","1000 ha","16.00",""
"Kuwait","Area","2009","1000 ha","15.50",""
"Kuwait","Area","2008","1000 ha","15.00",""
"Kuwait","Area","2007","1000 ha","15.00",""
"Kuwait","Area","2006","1000 ha","14.00",""
"Kuwait","Area","2005","1000 ha","14.00",""
"Kuwait","Area","2004","1000 ha","14.00",""
"Kuwait","Area","2003","1000 ha","15.00",""
"Kuwait","Area","2002","1000 ha","15.00",""
"Kuwait","Area","2001","1000 ha","15.00",""
"Kuwait","Area","2000","1000 ha","12.00",""
"Kuwait","Area","1999","1000 ha","8.00",""
"Kuwait","Area","1998","1000 ha","7.00",""
"Kuwait","Area","1997","1000 ha","7.00",""
"Kuwait","Area","1996","1000 ha","7.00",""
"Kuwait","Area","1995","1000 ha","6.00",""
"Kuwait","Area","1994","1000 ha","6.00",""
"Kuwait","Area","1993","1000 ha","6.00",""
"Kuwait","Area","1992","1000 ha","5.00",""
"Kuwait","Area","1991","1000 ha","5.00",""
"Kuwait","Area","1990","1000 ha","5.00",""
"Kuwait","Area","1989","1000 ha","5.00",""
"Kuwait","Area","1988","1000 ha","5.00",""
"Kuwait","Area","1987","1000 ha","4.00",""
"Kuwait","Area","1986","1000 ha","4.00",""
"Kuwait","Area","1985","1000 ha","3.00",""
"Kuwait","Area","1984","1000 ha","3.00",""
"Kuwait","Area","1983","1000 ha","2.00",""
"Kuwait","Area","1982","1000 ha","2.00",""
"Kuwait","Area","1981","1000 ha","2.00",""
"Kuwait","Area","1980","1000 ha","1.00",""
"Kuwait","Area","1979","1000 ha","1.00",""
"Kuwait","Area","1978","1000 ha","1.00",""
"Kuwait","Area","1977","1000 ha","1.00",""
"Kuwait","Area","1976","1000 ha","1.00",""
"Kuwait","Area","1975","1000 ha","1.00",""
"Kuwait","Area","1974","1000 ha","1.00",""
"Kuwait","Area","1973","1000 ha","1.00",""
"Kuwait","Area","1972","1000 ha","1.00",""
"Kuwait","Area","1971","1000 ha","1.00",""
"Kuwait","Area","1970","1000 ha","1.00",""
"Kuwait","Area","1969","1000 ha","1.00",""
"Kuwait","Area","1968","1000 ha","1.00",""
"Kuwait","Area","1967","1000 ha","1.00",""
"Kuwait","Area","1966","1000 ha","1.00",""
"Kuwait","Area","1965","1000 ha","1.00",""
"Kuwait","Area","1964","1000 ha","1.00",""
"Kuwait","Area","1963","1000 ha","1.00",""
"Kuwait","Area","1962","1000 ha","1.00",""
"Kuwait","Area","1961","1000 ha","1.00",""
"Kuwait","Share in Agricultural land","2021","%","9.33",""
"Kuwait","Share in Agricultural land","2020","%","9.33",""
"Kuwait","Share in Agricultural land","2019","%","9.33",""
"Kuwait","Share in Agricultural land","2018","%","9.33",""
"Kuwait","Share in Agricultural land","2017","%","10.17",""
"Kuwait","Share in Agricultural land","2016","%","9.33",""
"Kuwait","Share in Agricultural land","2015","%","8.97",""
"Kuwait","Share in Agricultural land","2014","%","10.59",""
"Kuwait","Share in Agricultural land","2013","%","11.46",""
"Kuwait","Share in Agricultural land","2012","%","10.53",""
"Kuwait","Share in Agricultural land","2011","%","10.82",""
"Kuwait","Share in Agricultural land","2010","%","10.53",""
"Kuwait","Share in Agricultural land","2009","%","10.23",""
"Kuwait","Share in Agricultural land","2008","%","9.93",""
"Kuwait","Share in Agricultural land","2007","%","9.93",""
"Kuwait","Share in Agricultural land","2006","%","9.33",""
"Kuwait","Share in Agricultural land","2005","%","9.33",""
"Kuwait","Share in Agricultural land","2004","%","9.33",""
"Kuwait","Share in Agricultural land","2003","%","9.93",""
"Kuwait","Share in Agricultural land","2002","%","9.93",""
"Kuwait","Share in Agricultural land","2001","%","9.93",""
"Kuwait","Share in Agricultural land","2000","%","8.11",""
"Kuwait","Share in Agricultural land","1999","%","5.56",""
"Kuwait","Share in Agricultural land","1998","%","4.90",""
"Kuwait","Share in Agricultural land","1997","%","4.90",""
