"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","BANFF , AB","71122","03050520","1887-1990","","Maximum Daily Value","mm","19.2","","15.0","","19.1","","47.0","","52.8","","50.0","","53.1","","50.3","","33.0","","23.9","","15.7","","13.5","","53.1","","-9999.9","1"
"CANADA","BANFF , AB","71122","03050520","1887-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198404","","192412","","189208","","189427","","190711","","191526","","194813","","190217","","198512","","190223","","193908","","192412","","-9999","","-9999",""
"CANADA","BANFF , AB","71122","03050520","1887-1990","","Mean Monthly Value","mm","2.4","","1.7","","1.6","","10.5","","42.4","","58.4","","51.1","","51.2","","37.7","","15.4","","6.0","","2.8","","281.2","","281.2",""
"CANADA","BANFF , AB","71122","03050520","1887-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BANFF , AB","71122","03050520","1887-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","","Mean Daily Value","mm","1.6","","0.4","","1.0","","6.2","","14.9","","22.5","","31.0","","20.9","","16.3","","5.0","","1.2","","0.6","","41.8","","-9999.9","1"
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","","Maximum Daily Value","mm","10.4","","3.8","","6.9","","43.4","","32.3","","66.3","","75.6","","69.5","","60.5","","23.7","","8.6","","4.6","","75.6","","-9999.9","1"
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197107","","199115","","197223","","199023","","199113","","197030","","199003","","198028","","196904","","198108","","197119","","198518","","-9999","","-9999",""
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","","Mean Monthly Value","mm","2.0","","0.5","","1.4","","10.3","","39.1","","76.1","","101.0","","69.5","","44.9","","10.2","","1.9","","0.9","","357.8","","357.8",""
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1959-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","","Mean Daily Value","mm","0.4","","0.4","","1.6","","5.4","","18.5","","23.4","","22.3","","22.4","","17.7","","9.4","","1.8","","0.4","","38.9","","-9999.9","1"
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","","Maximum Daily Value","mm","5.1","","5.1","","8.9","","19.3","","56.4","","76.5","","95.3","","90.7","","45.0","","34.8","","10.8","","2.3","","95.3","","-9999.9","1"
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196206","","198120","","198425","","197427","","196830","","195324","","195310","","194213","","195901","","198112","","198303","","196203","","-9999","","-9999",""
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","","Mean Monthly Value","mm","0.4","","0.5","","2.2","","10.1","","48.1","","68.6","","64.2","","57.5","","45.3","","18.2","","2.6","","0.5","","318.1","","318.2",""
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","YORKTON A , SK","71138","04019080","1941-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","","Mean Daily Value","mm","0.1","","0.2","","2.3","","13.2","","17.9","","20.0","","28.9","","26.5","","20.6","","8.2","","1.9","","1.2","","45.3","","-9999.9","1"
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","","Maximum Daily Value","mm","0.8","","2.1","","21.1","","37.1","","86.4","","80.0","","81.5","","80.0","","48.0","","28.4","","22.4","","13.8","","86.4","","-9999.9","1"
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199060","","198715","","194525","","197527","","196406","","195302","","197324","","198503","","194104","","198415","","195605","","198202","","-9999","","-9999",""
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","","Mean Monthly Value","mm","0.2","","0.2","","3.5","","24.2","","45.8","","66.9","","72.1","","69.3","","50.4","","18.6","","3.0","","1.3","","355.5","","355.5",""
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","BRANDON A , MB","71140","05010480","1941-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","","Mean Daily Value","mm","0.0","","0.0","","1.7","","5.6","","12.5","","19.7","","30.0","","22.7","","17.8","","12.5","","2.8","","0.8","","39.5","","-9999.9","1"
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","","Maximum Daily Value","mm","0.2","","0.2","","10.2","","14.0","","26.0","","66.4","","77.5","","45.0","","53.2","","33.8","","14.6","","14.6","","77.5","","-9999.9","1"
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198977","","199156","","199015","","199130","","198231","","198522","","197711","","198924","","198126","","198927","","198715","","198202","","-9999","","-9999",""
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","","Mean Monthly Value","mm","0.0","","0.0","","2.4","","11.7","","-9999.9","1","69.5","","88.8","","77.5","","58.7","","31.8","","3.6","","0.8","","376.9","","-9999.9","1"
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","06","Number of Years used to Calculate Normal","mm","20","","20","","20","","20","","20","","20","","20","","20","","20","","20","","20","","21","","-9999.9","1","-9999.9","1"
"CANADA","ISLAND LAKE A , MB","71145","05061376","1970-1990","15","Number of Years used to Calculate Normal","mm","20","","20","","20","","20","","19","","20","","20","","20","","20","","20","","20","","21","","-9999.9","1","-9999.9","1"
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","","Mean Daily Value","mm","0.4","","1.2","","2.5","","4.9","","11.8","","21.1","","24.4","","18.3","","23.3","","13.5","","6.4","","2.4","","31.9","","-9999.9","1"
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","","Maximum Daily Value","mm","6.4","","11.0","","11.8","","25.9","","24.9","","45.1","","39.2","","38.2","","39.6","","26.9","","21.4","","18.5","","45.1","","-9999.9","1"
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197928","","198121","","197926","","197603","","197619","","197827","","198412","","197822","","196910","","197208","","198224","","196928","","-9999","","-9999",""
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","","Mean Monthly Value","mm","0.8","","1.9","","3.7","","10.5","","36.3","","87.8","","114.0","","93.0","","98.2","","37.7","","10.6","","3.4","","497.9","","497.9",""
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","06","Number of Years used to Calculate Normal","mm","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","23","","23","","-9999.9","1","-9999.9","1"
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1990","15","Number of Years used to Calculate Normal","mm","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","23","","-9999.9","1","-9999.9","1"
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","","Mean Daily Value","mm","10.5","","7.5","","9.5","","10.6","","20.5","","25.1","","25.0","","34.8","","24.8","","25.9","","24.1","","12.7","","48.1","","-9999.9","1"
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","","Maximum Daily Value","mm","47.0","","38.0","","26.7","","30.7","","40.4","","88.2","","61.2","","78.7","","70.6","","57.4","","88.2","","48.8","","88.2","","-9999.9","1"
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195324","","198404","","197208","","195005","","196317","","198401","","197419","","197302","","195521","","198013","","198205","","199009","","-9999","","-9999",""
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","","Mean Monthly Value","mm","17.0","","12.2","","22.0","","29.2","","65.3","","96.8","","97.7","","122.2","","92.3","","100.2","","73.4","","29.1","","757.3","","757.4",""
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","29","","30","","30","","29","","29","","29","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","DANIELS HARBOUR , NF","71185","08401400","1946-1990","15","Number of Years used to Calculate Normal","mm","29","","29","","29","","30","","29","","29","","29","","29","","30","","30","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","BAIE COMEAU A , QC","71187","07040440","1947-1990","","Mean Daily Value","mm","6.3","","6.9","","13.1","","19.9","","21.1","","22.8","","20.2","","25.6","","34.4","","22.7","","21.0","","8.8","","45.9","","-9999.9","1"
"CANADA","BAIE COMEAU A , QC","71187","07040440","1947-1990","","Maximum Daily Value","mm","32.2","","35.1","","60.5","","70.9","","59.9","","44.3","","54.6","","68.3","","73.2","","48.3","","53.8","","54.6","","73.2","","-9999.9","1"
"CANADA","BAIE COMEAU A , QC","71187","07040440","1947-1990","","Mean Monthly Value","mm","8.2","","10.6","","21.2","","46.6","","83.6","","80.3","","74.5","","87.8","","99.7","","83.3","","51.2","","14.7","","661.6","","661.7",""
"CANADA","BAIE COMEAU A , QC","71187","07040440","1947-1990","06","Number of Years used to Calculate Normal","mm","26","","26","","26","","26","","26","","26","","26","","26","","26","","26","","26","","26","","-9999.9","1","-9999.9","1"
"CANADA","BAIE COMEAU A , QC","71187","07040440","1947-1990","15","Number of Years used to Calculate Normal","mm","26","","25","","26","","26","","25","","26","","26","","26","","25","","26","","26","","26","","-9999.9","1","-9999.9","1"
"CANADA","GASPE A , QC","71188","07052605","1968-1990","","Mean Daily Value","mm","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","22.3","","-9999.9","1","-9999.9","1","23.6","","35.8","","27.8","","21.1","","-9999.9","1","-9999.9","1"
"CANADA","GASPE A , QC","71188","07052605","1968-1990","","Maximum Daily Value","mm","51.9","","39.6","","58.6","","144.2","","71.9","","34.0","","137.8","","71.2","","66.8","","93.2","","80.0","","67.8","","144.2","","-9999.9","1"
"CANADA","GASPE A , QC","71188","07052605","1968-1990","","Mean Monthly Value","mm","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","74.1","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","36.3","","-9999.9","1","-9999.9","1"
"CANADA","GASPE A , QC","71188","07052605","1968-1990","06","Number of Years used to Calculate Normal","mm","19","","19","","19","","19","","19","","20","","19","","19","","20","","20","","20","","20","","-9999.9","1","-9999.9","1"
"CANADA","GASPE A , QC","71188","07052605","1968-1990","15","Number of Years used to Calculate Normal","mm","19","","19","","18","","19","","19","","20","","18","","18","","19","","19","","19","","20","","-9999.9","1","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","","Mean Daily Value","mm","10.3","","9.6","","11.8","","15.4","","20.5","","19.1","","21.6","","29.3","","24.3","","25.0","","19.0","","13.4","","41.8","","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","","Maximum Daily Value","mm","50.2","","38.4","","41.9","","47.2","","45.2","","36.8","","46.2","","91.7","","55.6","","59.4","","45.2","","25.9","","91.7","","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198313","","198405","","197908","","198611","","196901","","197225","","198517","","196914","","198617","","197327","","197115","","197410","","-9999","","-9999",""
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","","Mean Monthly Value","mm","22.8","","21.0","","31.4","","43.8","","69.8","","78.6","","81.8","","105.1","","94.4","","92.5","","66.1","","34.2","","741.6","","741.5",""
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","06","Number of Years used to Calculate Normal","mm","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","-9999.9","1","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1990","15","Number of Years used to Calculate Normal","mm","23","","24","","24","","24","","23","","24","","24","","24","","24","","22","","23","","24","","-9999.9","1","-9999.9","1"
"CANADA","BURGEO , NF","71194","08400798","1966-1990","","Mean Daily Value","mm","36.2","","28.4","","29.3","","31.4","","37.3","","39.4","","36.8","","37.9","","38.9","","43.4","","41.8","","34.5","","69.6","","-9999.9","1"
"CANADA","BURGEO , NF","71194","08400798","1966-1990","","Maximum Daily Value","mm","84.0","","67.8","","87.2","","71.9","","67.6","","91.2","","79.2","","87.1","","78.7","","80.3","","76.8","","68.6","","91.2","","-9999.9","1"
"CANADA","BURGEO , NF","71194","08400798","1966-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198313","","198405","","197908","","197410","","197329","","198506","","197625","","197115","","197606","","197005","","198609","","197927","","-9999","","-9999",""
"CANADA","BURGEO , NF","71194","08400798","1966-1990","","Mean Monthly Value","mm","84.1","","71.7","","75.5","","110.5","","121.0","","149.3","","140.0","","138.5","","133.2","","154.6","","158.4","","117.5","","1454.4","","1454.3",""
"CANADA","BURGEO , NF","71194","08400798","1966-1990","06","Number of Years used to Calculate Normal","mm","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","25","","25","","-9999.9","1","-9999.9","1"
"CANADA","BURGEO , NF","71194","08400798","1966-1990","15","Number of Years used to Calculate Normal","mm","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","24","","25","","-9999.9","1","-9999.9","1"
"CANADA","BONAVISTA , NF","71196","08400600","1956-1990","","Mean Daily Value","mm","14.7","","16.1","","15.4","","15.5","","18.2","","19.7","","20.9","","22.9","","23.4","","26.0","","25.9","","19.8","","41.7","","-9999.9","1"
"CANADA","BONAVISTA , NF","71196","08400600","1956-1990","","Maximum Daily Value","mm","37.6","","62.2","","104.1","","45.2","","36.4","","47.2","","53.3","","46.5","","57.2","","53.4","","70.4","","42.7","","104.1","","-9999.9","1"
"CANADA","BONAVISTA , NF","71196","08400600","1956-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197928","","197026","","195711","","197019","","199020","","199020","","196203","","197415","","196925","","198202","","196519","","196418","","-9999","","-9999",""
